,City,Cloudiness(%),Country,Date,Humidity(%),Latitude,Longitude,Max Temperature(F),Wind Speed(mph)
52,Baymak,89,RU,1623884042,60,52.5933,58.3225,61.97,3.56
53,Geraldton,0,AU,1623884042,93,-28.7667,114.6,48.61,8.05
54,Hilo,85,US,1623884042,83,19.7297,-155.09,79.79,5.99
55,Kibakwe,33,TZ,1623884043,82,-6.7167,36.3667,56.08,3.44
56,Hermanus,0,ZA,1623884043,83,-34.4187,19.2345,57.9,7.58
57,Puerto Ayora,25,EC,1623884043,82,-0.7393,-90.3518,80.56,5.99
58,Petropavlovsk-Kamchatskiy,0,RU,1623884044,42,53.0452,158.6483,63.19,2.24
59,Albany,3,US,1623883822,43,42.6001,-73.9662,68.7,3.0
60,Biltine,56,TD,1623884044,30,14.5333,20.9167,89.38,5.35
61,Kapaa,42,US,1623884044,77,22.0752,-159.319,82.18,3.0
62,Yellowknife,75,CA,1623884001,62,62.456,-114.3525,55.92,23.02
63,Butaritari,74,KI,1623884045,73,3.0707,172.7902,83.73,13.67
64,Emerald,90,AU,1623884045,100,-23.5333,148.1667,64.54,5.75
65,Mazatlán,10,MX,1623884045,69,23.2167,-106.4167,88.92,8.01
66,Bāgeshwar,100,IN,1623884046,86,29.85,79.7667,69.19,0.94
67,Amahai,30,ID,1623884046,83,-3.3333,128.9167,77.92,2.33
68,Benjamín Aceval,100,PY,1623884046,66,-24.9667,-57.5667,57.6,8.3
69,Mlonggo,100,ID,1623884046,84,-6.5333,110.7,76.89,5.14
70,Okhotsk,72,RU,1623884047,85,59.3833,143.3,52.48,6.15
71,Grindavik,0,IS,1623884047,70,63.8424,-22.4338,42.75,21.85
72,Ponta do Sol,80,PT,1623884047,75,32.6667,-17.1,70.43,4.38
73,Ilulissat,99,GL,1623884048,86,69.2167,-51.1,34.9,2.35
74,Upernavik,15,GL,1623884048,88,72.7868,-56.1549,35.46,3.31
75,Bereda,97,ES,1623884048,100,43.2686,-7.5406,62.15,1.83
76,Moerai,15,PF,1623884048,79,-22.4333,-151.3333,75.09,23.98
77,Taoudenni,18,ML,1623884049,7,22.6783,-3.9836,101.93,6.64
78,San Quintín,28,MX,1623884049,62,30.4833,-115.95,73.26,7.65
79,Badiraguato,0,MX,1623884049,32,25.3667,-107.5167,96.71,12.97
80,Puerto Peñasco,59,MX,1623883766,64,31.3167,-113.5333,86.92,7.0
81,College,75,US,1623884050,44,64.8569,-147.8028,79.66,3.0
82,Tasiilaq,100,GL,1623884050,75,65.6145,-37.6368,34.61,3.31
83,Homer,99,US,1623884050,76,59.6425,-151.5483,52.81,8.01
84,Alugan,11,PH,1623884051,89,12.2188,125.4808,79.5,4.92
85,Guerrero Negro,19,MX,1623884051,53,27.9769,-114.0611,77.25,16.26
86,Thompson,75,CA,1623884051,50,55.7435,-97.8558,75.36,12.66
87,Riyadh,0,SA,1623883851,11,24.6877,46.7219,89.65,4.61
88,Saint George,1,US,1623884052,8,37.1041,-113.5841,115.27,3.0
89,Abhā,0,SA,1623884052,45,18.2164,42.5053,67.82,0.0
90,Patnos,0,TR,1623884052,38,39.2336,42.8634,53.47,1.48
91,Gimli,100,CA,1623884052,47,50.6336,-96.9907,82.42,19.57
92,Klaksvík,98,FO,1623884053,90,62.2266,-6.589,49.12,23.51
93,Kamojimachō-jōgejima,75,JP,1623884053,89,34.0667,134.35,69.62,1.97
94,Yulara,100,AU,1623884053,57,-25.2406,130.9889,46.24,5.75
95,Abhar,0,IR,1623884054,56,36.1468,49.218,67.78,4.81
96,Cabedelo,7,BR,1623884054,85,-6.9811,-34.8339,77.67,13.24
97,Laguna,75,US,1623884054,10,38.421,-121.4238,103.05,3.0
98,Tuatapere,50,NZ,1623883809,87,-46.1333,167.6833,42.82,2.1
99,Lovozero,54,RU,1623884055,82,68.005,35.0117,41.38,5.12
100,Isangel,36,VU,1623884055,73,-19.55,169.2667,80.29,4.09
101,Raduzhny,96,RU,1623884055,77,62.0961,77.475,52.92,5.26
102,Øksfjord,84,NO,1623884056,84,70.2396,22.3479,43.0,8.9
103,Kabare,98,CD,1623884056,91,-2.4683,28.8242,60.51,1.21
104,Dikson,16,RU,1623884056,74,73.5069,80.5464,38.12,22.84
105,San Vicente,94,AR,1623884057,76,-26.6167,-54.1333,52.05,4.43
106,Tabuk,60,PH,1623884057,74,17.4189,121.4443,80.2,1.61
107,Bluff,99,NZ,1623884057,79,-46.6,168.3333,42.8,10.92
108,Hobart,75,AU,1623883808,94,-42.8794,147.3294,52.02,4.61
109,Chapais,100,CA,1623884058,80,49.7834,-74.8492,49.78,7.4
110,East London,100,ZA,1623884058,80,-33.0153,27.9116,62.91,8.28
111,Tandil,95,AR,1623884058,72,-37.3217,-59.1332,42.12,1.01
112,Kahului,34,US,1623884058,77,20.8947,-156.47,85.26,11.01
113,Arraial do Cabo,75,BR,1623883816,78,-22.9661,-42.0278,71.56,10.36
114,Makkah al Mukarramah,44,SA,1623883804,44,21.4267,39.8261,85.91,4.76
115,Tonantins,72,BR,1623884059,97,-2.8731,-67.8022,73.87,1.66
116,Cherskiy,100,RU,1623884059,64,68.75,161.3,43.18,0.69
117,Slavsk,7,RU,1623884059,88,55.0425,21.677,51.01,4.21
118,Manche,100,FR,1623884060,100,49.0,-1.1667,63.81,3.71
119,Bayir,0,TR,1623884060,82,37.2687,28.2167,57.72,3.76
120,Richards Bay,41,ZA,1623884060,47,-28.783,32.0377,66.54,11.05
121,Oranjestad,20,AW,1623884061,78,12.524,-70.027,84.15,4.0
122,Tiksi,30,RU,1623884061,55,71.6872,128.8694,60.08,18.99
123,Pisco,0,PE,1623884061,77,-13.7,-76.2167,68.05,17.27
124,Saskylakh,70,RU,1623884061,55,71.9167,114.0833,64.45,5.97
125,Saint-Leu,17,RE,1623884062,91,-21.15,55.2833,70.63,12.48
126,Pevek,98,RU,1623884062,94,69.7008,170.3133,32.4,8.9
127,Pokhara,99,NP,1623884062,85,28.2333,83.9833,69.62,0.76
128,Tremedal,91,BR,1623884063,46,-14.9758,-41.4108,75.61,5.39
129,Provideniya,90,RU,1623884063,75,64.3833,-173.3,42.91,6.71
130,Caravelas,16,BR,1623884063,73,-17.7125,-39.2481,70.74,7.25
131,Poum,80,NC,1623884064,80,-20.2333,164.0167,74.46,5.99
132,Vila Velha,0,BR,1623884044,85,-20.3297,-40.2925,69.94,1.99
133,Coronado,75,US,1623884064,75,32.6859,-117.1831,92.79,7.0
134,Plainview,1,US,1623884064,36,40.7765,-73.4673,77.76,5.01
135,New Norfolk,100,AU,1623884065,86,-42.7826,147.0587,51.66,2.48
136,Sobolevo,11,RU,1623884065,80,54.4299,31.8996,53.15,5.1
137,Ubari,0,LY,1623884065,15,26.5921,12.7805,82.44,8.01
138,Broken Hill,0,AU,1623884065,87,-31.95,141.4333,46.11,10.36
139,Hoquiam,38,US,1623884066,60,46.9809,-123.8893,81.05,10.0
140,Millerovo,37,RU,1623883803,77,48.9226,40.3967,67.12,9.35
141,Saint-Philippe,62,RE,1623884066,82,-21.3585,55.7679,71.15,12.12
142,Bubaque,100,GW,1623884066,83,11.2833,-15.8333,80.96,14.14
143,Dingtao,100,CN,1623884067,90,35.0683,115.5625,72.9,7.31
144,Talnakh,100,RU,1623884067,92,69.4865,88.3972,53.1,7.7
145,Gradiška,12,BA,1623883865,82,45.1411,17.25,61.05,0.96
146,São Filipe,17,CV,1623884067,83,14.8961,-24.4956,72.7,3.29
147,Westlock,10,CA,1623884068,48,54.1502,-113.8688,73.22,17.52
148,Ostrovnoy,83,RU,1623884068,89,68.0531,39.5131,41.63,6.02
149,Kashgar,75,CN,1623884068,82,39.4547,75.9797,56.41,4.47
150,Sitka,82,US,1623884068,74,57.0531,-135.33,55.94,3.98
151,Vila Franca do Campo,98,PT,1623884069,93,37.7167,-25.4333,66.61,2.71
152,Ust-Nera,67,RU,1623884069,37,64.5667,143.2,55.26,4.05
153,Batagay-Alyta,13,RU,1623884069,41,67.8006,130.4114,62.56,6.2
154,Neyshabur,0,IR,1623884070,11,36.2133,58.7958,70.72,1.81
155,Ribeira Grande,99,PT,1623884096,94,38.5167,-28.7,68.56,12.21
156,Oloron-Sainte-Marie,56,FR,1623884096,92,43.1944,-0.6107,67.93,6.04
157,Ouallam,83,NE,1623884097,27,14.3188,2.0866,93.99,16.37
158,Anadyr,20,RU,1623884097,75,64.75,177.4833,45.1,11.01
159,Padang,35,ID,1623884097,77,-0.9492,100.3543,69.85,3.76
160,Sal Rei,11,CV,1623884097,87,16.1833,-22.9167,73.96,13.22
161,Nishihara,75,JP,1623884098,94,26.1842,127.7558,82.06,9.22
162,Karratha,99,AU,1623884098,38,-20.7377,116.8463,63.88,18.84
163,Port Macquarie,0,AU,1623884099,71,-31.4333,152.9167,61.9,5.68
164,Lagoa,100,PT,1623884099,88,39.05,-27.9833,63.09,27.47
165,Chekmagush,74,RU,1623884099,94,55.1319,54.6556,60.58,7.65
166,Taman',100,RU,1623884099,95,45.2117,36.7161,64.72,27.34
167,Canalete,70,CO,1623884100,90,8.6761,-76.2042,78.78,6.78
168,Athabasca,10,CA,1623884100,47,54.7169,-113.2854,73.09,20.71
169,Oktyabr'skoye,17,RU,1623884100,93,43.0645,44.7417,62.74,4.47
170,Souillac,75,MU,1623884101,78,-20.5167,57.5167,73.78,13.8
171,Grand Gaube,65,MU,1623884101,83,-20.0064,57.6608,73.8,5.01
172,Zhicheng,85,CN,1623884101,94,30.2956,111.5047,78.62,7.4
173,Carnarvon,0,AU,1623884102,57,-24.8667,113.6333,50.07,11.5
174,Bulawayo,13,ZW,1623884102,47,-20.15,28.5833,52.02,4.99
175,Rocha,100,UY,1623884102,73,-34.4833,-54.3333,49.14,8.52
176,Henties Bay,26,NA,1623884103,88,-22.116,14.2845,56.86,4.5
177,Udachny,11,RU,1623884103,47,66.4167,112.4,67.03,4.83
178,Port Hueneme,40,US,1623884103,67,34.1478,-119.1951,107.24,14.97
179,Kenai,90,US,1623884104,93,60.5544,-151.2583,49.14,11.5
180,Iqaluit,40,CA,1623884104,65,63.7506,-68.5145,40.73,4.0
181,Cidreira,92,BR,1623884104,69,-30.1811,-50.2056,54.23,8.5
182,Zhigansk,2,RU,1623884105,49,66.7697,123.3711,65.62,6.46
183,Chokurdakh,99,RU,1623884105,61,70.6333,147.9167,42.3,9.66
184,Lüderitz,85,NA,1623884105,75,-26.6481,15.1594,60.1,0.76
185,Hamamatsu,98,JP,1623884105,91,34.7,137.7333,71.02,1.01
186,Lompoc,1,US,1623884106,39,34.6391,-120.4579,107.91,13.8
187,Aklavik,75,CA,1623884106,67,68.2191,-135.0107,57.92,12.66
188,Sánchez,40,DO,1623884106,74,19.2281,-69.6137,86.02,4.61
189,Solnechnyy,92,RU,1623884107,62,50.7214,136.6319,75.43,8.3
190,Agirish,58,RU,1623884107,84,61.9247,63.0231,62.69,7.0
191,Lavrentiya,89,RU,1623884107,79,65.5833,-171.0,41.58,6.89
192,Vila do Maio,8,CV,1623884107,87,15.1333,-23.2167,75.99,11.7
193,Kaiyuan,22,CN,1623884108,93,23.6977,103.3037,68.22,4.0
194,Barra do Corda,0,BR,1623883930,60,-5.5,-45.25,76.93,3.8
195,Bathsheba,20,BB,1623884108,69,13.2167,-59.5167,81.21,14.97
196,San Patricio,1,US,1623884108,53,28.017,-97.5169,93.18,13.71
197,Bambous Virieux,75,MU,1623884109,78,-20.3428,57.7575,73.65,13.8
198,Apatou,100,GF,1623884109,98,5.155,-54.3472,74.34,2.91
199,Nanortalik,24,GL,1623884109,87,60.1432,-45.2371,37.33,7.38
200,Hong Kong,98,HK,1623884067,87,22.2855,114.1577,87.96,1.01
201,Departamento de Maldonado,100,UY,1623884129,75,-34.6667,-54.9167,49.39,7.23
202,Quesnel,40,CA,1623884129,32,52.9999,-122.5029,68.5,10.36
203,Itacarambi,86,BR,1623884129,39,-15.1022,-44.0919,78.39,2.73
204,Dingle,17,PH,1623884129,84,10.9995,122.6711,80.04,1.83
205,Görele,80,TR,1623884130,93,41.0308,39.0031,65.21,9.31
206,Port Alfred,92,ZA,1623884130,86,-33.5906,26.891,59.97,9.82
207,Tot'ma,73,RU,1623884130,68,59.9747,42.7642,49.75,5.5
208,Portland,1,US,1623883993,37,45.5234,-122.6762,81.63,3.0
209,Cerritos,75,US,1623883846,60,33.8583,-118.0648,103.95,5.99
210,Hailey,0,US,1623884131,21,43.5196,-114.3153,63.05,8.01
211,Bethanien,12,NA,1623884131,64,-26.502,17.1583,51.87,4.61
212,Abu Samrah,0,SY,1623884131,74,35.3029,37.1841,64.76,10.22
213,Pochutla,100,MX,1623884132,96,15.7432,-96.4661,75.81,6.2
214,Plouzané,0,FR,1623884132,94,48.3833,-4.6167,59.05,6.91
215,Mayo,39,US,1623884132,44,38.8876,-76.5119,79.41,0.87
216,Codrington,93,AU,1623884133,83,-38.2667,141.9667,48.78,4.99
217,Ola,100,RU,1623884133,96,59.5833,151.2833,45.55,4.79
218,Esso,100,RU,1623884133,72,55.9333,158.7,54.95,3.49
219,Bellavista,65,PE,1623884133,89,-7.0561,-76.5911,74.48,1.16
220,Mindelo,40,CV,1623884134,73,16.8901,-24.9804,74.75,16.11
221,Patterson,100,US,1623884134,6,37.4716,-121.1297,99.79,11.92
222,Kattivākkam,100,IN,1623884134,67,13.2167,80.3167,87.08,17.36
223,Bida,55,NG,1623884135,86,9.0833,6.0167,75.61,3.42
224,Atar,7,MR,1623884135,16,20.5169,-13.0499,93.99,9.37
225,Grand Baie,51,MU,1623883899,83,-20.0182,57.5802,73.87,5.01
226,Gujar Khan,22,PK,1623884135,52,33.2558,73.3026,78.26,4.88
227,Ketchikan,76,US,1623884136,65,55.3422,-131.6461,60.78,7.4
228,Gonder,71,ET,1623884136,68,12.6,37.4667,61.43,7.36
229,Vila,99,PT,1623884136,90,42.0304,-8.1588,58.08,1.5
230,Atyrau,0,KZ,1623884137,68,47.1167,51.8833,69.82,6.71
231,Lhokseumawe,60,ID,1623884137,86,5.1801,97.1507,76.71,3.74
232,Fairbanks,75,US,1623884066,44,64.8378,-147.7164,79.09,3.0
233,Dhidhdhoo,86,MV,1623884137,79,6.8833,73.1,82.58,17.52
234,Saint Anthony,40,US,1623884138,34,45.0205,-93.218,89.83,4.0
235,Shebalino,0,RU,1623884138,78,51.2917,85.6772,52.45,4.07
236,Aleksandrov Gay,0,RU,1623884138,81,50.147,48.5704,68.86,7.45
237,Olafsvik,99,IS,1623884139,66,64.8945,-23.7142,40.66,23.22
238,Gerāsh,0,IR,1623884139,20,27.6652,54.1371,85.14,1.25
239,Huarmey,45,PE,1623884139,80,-10.0681,-78.1522,69.4,12.15
240,Beitbridge,8,ZW,1623884139,54,-22.2167,30.0,59.47,3.24
241,Khatanga,96,RU,1623884140,77,71.9667,102.5,58.78,12.37
242,Alofi,75,NU,1623884140,78,-19.0595,-169.9187,80.49,10.36
243,Kaspiysk,75,RU,1623884140,94,42.8816,47.6392,71.78,11.01
244,Rauma,43,FI,1623884141,89,61.1272,21.5113,51.84,9.22
245,Flinders,7,AU,1623884141,66,-34.5833,150.8552,55.18,3.0
246,Kloulklubed,96,PW,1623884141,74,7.0419,134.2556,79.3,6.13
247,Stokmarknes,26,NO,1623884141,75,68.5646,14.9108,43.38,3.96
248,Balkanabat,0,TM,1623884142,13,39.5108,54.3671,87.78,12.68
249,Caraballeda,67,VE,1623884142,89,10.6112,-66.8522,80.67,13.8
250,Banjarmasin,28,ID,1623884142,89,-3.3244,114.591,75.34,1.92
251,Calabozo,77,VE,1623884143,73,8.9242,-67.4293,80.04,3.58
252,Buala,29,SB,1623884143,68,-8.145,159.5921,83.97,5.57
253,Rabo de Peixe,75,PT,1623884143,94,37.8,-25.5833,65.71,3.44
254,Dabola,76,GN,1623884143,75,10.75,-11.1167,76.82,3.56
255,Columbus,17,US,1623884144,35,39.9612,-82.9988,76.06,3.0
256,Bredasdorp,2,ZA,1623884144,87,-34.5322,20.0403,52.92,3.44
257,Fort Nelson,90,CA,1623884144,76,58.8053,-122.7002,53.19,12.66
258,Belaya Gora,85,RU,1623884145,46,68.5333,146.4167,47.75,9.53
259,Finnsnes,93,NO,1623884145,94,69.2296,17.9811,41.61,5.17
260,Jiangyou,100,CN,1623884145,87,31.7667,104.7167,68.7,3.98
261,Lebu,59,CL,1623884145,84,-37.6167,-73.65,53.47,6.58
262,Khani,20,GE,1623884146,97,41.9563,42.9566,60.37,2.89
263,Fortuna,20,US,1623884146,67,40.5982,-124.1573,68.94,5.99
264,Hamilton,8,US,1623884146,40,39.1834,-84.5333,78.82,4.47
265,Copiapó,3,CL,1623884147,59,-27.3667,-70.3333,56.89,2.89
266,Waingapu,31,ID,1623884147,82,-9.6567,120.2641,73.26,6.58
267,Yaan,26,NG,1623884147,85,7.3833,8.5667,76.01,11.95
268,Mbandaka,71,CD,1623884147,77,0.0487,18.2603,72.73,3.87
269,Makaha,75,US,1623884148,54,21.4694,-158.2175,83.98,10.36
270,Raudeberg,100,NO,1623884148,80,61.9875,5.1352,54.27,20.56
271,Itarema,1,BR,1623884148,77,-2.9248,-39.9167,79.0,10.51
272,Gouyave,75,GD,1623884149,94,12.1646,-61.7296,77.77,12.66
273,Bhuj,0,IN,1623884149,74,23.2667,69.6667,83.7,11.21
274,Ancud,0,CL,1623884149,72,-41.8697,-73.8203,44.13,8.12
275,Sambalpur,100,IN,1623884150,88,21.45,83.9667,77.81,6.26
276,Dubbo,90,AU,1623884150,79,-32.25,148.6167,42.93,4.61
277,Srandakan,100,ID,1623884150,90,-7.9386,110.2506,58.73,2.59
278,Okakarara,2,NA,1623884151,32,-20.5833,17.4333,52.18,6.22
279,Kavieng,84,PG,1623884151,67,-2.5744,150.7967,83.64,8.95
280,Port Lincoln,94,AU,1623884151,81,-34.7333,135.8667,55.81,10.74
281,Sōja,20,JP,1623884151,84,34.6667,133.75,72.68,5.75
282,Ndendé,95,GA,1623884152,96,-2.4008,11.3581,72.07,1.99
283,Cayenne,20,GF,1623884111,89,4.9333,-52.3333,79.09,0.0
284,Te Anau,72,NZ,1623884152,88,-45.4167,167.7167,43.88,2.95
285,Timmins,40,CA,1623883954,28,48.4669,-81.3331,69.62,12.66
286,Umm Kaddadah,94,SD,1623884152,46,13.6017,26.6876,85.69,25.72
287,Poroina Mare,26,RO,1623884153,87,44.4953,22.9364,60.51,2.15
288,Constitución,51,CL,1623884153,84,-35.3333,-72.4167,54.86,2.59
289,Goianésia,26,BR,1623884153,39,-15.3175,-49.1175,69.8,2.59
290,Roebourne,100,AU,1623884154,38,-20.7833,117.1333,63.91,19.37
291,Torbay,90,CA,1623884154,98,47.6666,-52.7314,59.88,12.66
292,Grootfontein,23,NA,1623884154,53,-19.5667,18.1167,47.77,3.44
293,Kavaratti,94,IN,1623884155,80,10.5669,72.642,83.05,24.76
294,Arawa,69,PG,1623884155,68,-6.2132,155.5367,84.45,3.67
295,Sainte-Marie,90,RE,1623884155,68,-20.8968,55.5496,71.73,14.97
296,Narsaq,80,GL,1623884155,79,60.9167,-46.05,40.78,4.83
297,Doha,0,QA,1623883911,21,25.2867,51.5333,96.78,13.8
298,Hasaki,100,JP,1623884156,78,35.7333,140.8333,72.28,9.04
299,Mikuni,3,JP,1623884156,83,36.2171,136.1519,67.91,1.77
300,Gayny,100,RU,1623884156,96,60.3071,54.3241,50.13,7.34
301,Castro,51,BR,1623884157,92,-24.7911,-50.0119,49.93,5.35
302,Bilma,17,NE,1623884157,15,18.6853,12.9164,89.82,4.36
303,Pinega,92,RU,1623884157,68,64.7001,43.3936,45.16,2.44
304,Kieta,55,PG,1623884158,70,-6.2167,155.6333,83.61,5.66
305,Leningradskiy,73,RU,1623884158,59,69.3833,178.4167,58.37,6.35
306,Ayan,97,RU,1623884158,86,56.45,138.1667,48.42,7.16
307,Rio Grande,100,BR,1623884108,68,-32.035,-52.0986,47.95,10.98
308,Cañaveral,100,HN,1623884159,93,14.9833,-88.0167,84.78,1.92
309,Hervey Bay,67,AU,1623884069,90,-25.2986,152.8535,68.02,3.0
310,Norman Wells,20,CA,1623884159,33,65.282,-126.8329,71.64,11.5
311,Krasnyy Chikoy,100,RU,1623884159,98,50.3643,108.7512,40.68,4.45
312,Fukuechō,98,JP,1623884160,91,32.6881,128.8419,70.92,12.5
313,Severo-Yeniseyskiy,94,RU,1623884160,75,60.3725,93.0408,56.41,4.54
314,Horta,100,PT,1623884160,94,38.5333,-28.6333,67.62,11.03
315,Korla,100,CN,1623884160,22,41.7597,86.1469,70.56,3.62
316,Bandarbeyla,100,SO,1623884161,78,9.4942,50.8122,77.65,27.96
317,Clyde River,75,CA,1623884161,76,70.4692,-68.5914,44.83,3.44
318,Channel-Port aux Basques,100,CA,1623884161,98,47.5702,-59.1367,48.56,18.21
319,Aykhal,23,RU,1623884162,49,66.0,111.5,64.65,7.23
320,Shelburne,70,CA,1623884162,54,44.0787,-80.2041,62.28,9.84
321,Saldanha,6,ZA,1623884162,90,-33.0117,17.9442,53.65,6.64
322,Manggar,50,ID,1623884163,81,-2.8833,108.2667,79.14,4.09
323,Nichinan,93,JP,1623884163,86,31.6,131.3667,72.55,10.09
324,Erzin,25,TR,1623884163,82,36.9559,36.2,69.01,1.63
325,Martapura,36,ID,1623884163,100,-3.4167,114.85,75.29,0.0
326,Partenit,100,UA,1623884164,79,44.578,34.3446,63.21,13.51
327,Davila,76,PH,1623884164,78,18.4726,120.5763,78.78,13.06
328,Manacapuru,79,BR,1623883926,90,-3.2997,-60.6206,73.98,1.03
329,Port Hedland,75,AU,1623884165,72,-20.3167,118.5667,59.05,6.91
330,Dawei,100,MM,1623884165,94,14.0833,98.2,75.67,1.14
331,Puerto El Triunfo,97,SV,1623884165,77,13.2833,-88.55,81.93,5.17
332,Ondjiva,12,AO,1623884166,33,-17.0667,15.7333,55.85,7.14
333,Mount Gambier,100,AU,1623884166,100,-37.8333,140.7667,46.31,3.44
334,Ambad,100,IN,1623884166,76,19.6167,75.8,77.43,14.81
335,Saint-Augustin,100,CA,1623884167,91,51.226,-58.6502,49.33,10.38
336,Kuusamo,0,FI,1623884167,93,65.9667,29.1833,41.04,5.75
337,Kanbe,100,MM,1623884167,98,16.7053,96.0017,75.25,8.39
338,San Cristobal,23,VE,1623884135,74,7.7669,-72.225,75.38,3.51
339,Diamantino,58,BR,1623884168,47,-14.4086,-56.4461,76.01,3.02
340,Risør,83,NO,1623884168,76,58.7206,9.2342,56.28,8.25
341,Whitehorse,75,CA,1623884168,29,60.7161,-135.0538,65.17,10.0
342,Hirara,75,JP,1623884169,94,24.8,125.2833,84.47,3.44
343,Moussoro,74,TD,1623884169,41,13.6408,16.4901,88.56,9.1
344,Russell,0,US,1623884169,47,32.3502,-85.1999,88.97,3.38
345,Grimmen,66,DE,1623884170,81,54.1121,13.0405,59.36,8.43
346,Constantine,0,DZ,1623884170,41,36.365,6.6147,76.41,5.75
347,Ulaanbaatar,75,MN,1623884118,81,47.9077,106.8832,42.93,11.18
348,Ushtobe,95,KZ,1623884170,33,45.2514,77.9838,65.34,5.55
349,Quatre Cocos,75,MU,1623884171,77,-20.2078,57.7625,73.51,15.48
350,Terrace Bay,62,CA,1623884171,70,48.7834,-87.1,55.02,3.49
351,Kochubey,40,RU,1623884171,68,44.3861,46.5825,75.72,17.56
352,Dharmadam,94,IN,1623884171,84,11.7833,75.4333,80.11,12.53
353,Wanning,62,CN,1623884172,84,18.8003,110.3967,81.77,7.49
354,Houston,75,US,1623883349,53,29.7633,-95.3633,97.88,3.0
355,Avera,69,US,1623884172,51,33.194,-82.5271,87.71,7.14
356,Vanimo,86,PG,1623884172,83,-2.6741,141.3028,79.25,3.58
